customer_id,age,gender,city,income,join_date
C00137,18,M,Ahmedabad,61700.0,2025-09-28
C00138,22,F,Mumbai,33200.0,2024-12-12
C00139,43,F,Ahmedabad,96600.0,2024-12-15
C00140,31,F,Pune,83100.0,2025-03-25
C00141,56,F,Mumbai,46700.0,2025-11-19
C00142,44,F,Hyderabad,49900.0,2023-02-25
C00143,26,M,Delhi,51700.0,2023-05-12
C00144,32,M,Hyderabad,38700.0,2023-08-19
C00145,32,M,Ahmedabad,45100.0,2024-01-30
C00146,43,M,Pune,48700.0,2026-03-21
C00147,59,F,Mumbai,113700.0,2025-09-08
C00148,30,F,Kolkata,84200.0,2025-08-20
C00149,49,M,Mumbai,83800.0,2025-07-21
C00150,56,F,Jaipur,65000.0,2025-06-26
C00151,49,F,Bengaluru,33300.0,2024-06-16
C00152,21,M,Bengaluru,54000.0,2025-08-22
C00153,47,M,Chennai,85100.0,2024-03-23
C00154,54,M,Lucknow,31200.0,2023-05-06
C00155,40,M,Chennai,73200.0,2024-07-08
C00156,56,F,Chennai,156400.0,2024-11-24
C00157,62,M,Mumbai,88700.0,2024-05-03
C00158,32,M,Pune,103900.0,2024-09-03
C00159,60,F,Chennai,60700.0,2025-06-09
C00160,46,Other,Ahmedabad,85000.0,2024-03-21
C00161,53,M,Mumbai,39800.0,2024-05-22
C00162,30,M,Pune,78700.0,2024-04-01
C00163,49,M,Bengaluru,73800.0,2025-09-12
C00164,24,M,Delhi,62700.0,2024-01-20
C00165,39,M,Ahmedabad,99400.0,2024-12-12
C00166,45,F,Kolkata,43200.0,2025-07-17
C00167,19,M,Lucknow,50600.0,2026-02-12
C00168,59,M,Kolkata,57400.0,2024-03-27
C00169,62,F,Pune,34600.0,2024-10-15
C00170,23,M,Jaipur,60900.0,2026-02-16
C00171,45,M,Pune,25400.0,2026-01-21
C00172,45,M,Delhi,88100.0,2024-06-04
C00173,61,Other,Bengaluru,56200.0,2024-06-21
C00174,61,M,Hyderabad,43500.0,2023-05-25
C00175,37,F,Pune,37800.0,2025-12-27
C00176,47,F,Bengaluru,49500.0,2024-11-30
C00177,28,M,Kolkata,75000.0,2023-05-11
C00178,45,Other,Pune,70400.0,2025-01-02
C00179,42,M,Pune,40000.0,2024-05-27
C00180,56,M,Chennai,37600.0,2024-10-01
C00181,50,F,Kolkata,73900.0,2023-01-01
C00182,18,F,Lucknow,39700.0,2024-03-07
C00183,44,F,Lucknow,56500.0,2024-01-26
C00184,30,M,Ahmedabad,58100.0,2024-02-03
C00185,58,M,Jaipur,63300.0,2025-03-18
C00186,20,F,Hyderabad,80900.0,2024-01-30
C00187,56,M,Pune,31200.0,2025-08-09
C00188,23,M,Pune,23300.0,2023-06-23
C00189,25,M,Ahmedabad,42600.0,2025-12-04
C00190,44,M,Jaipur,123700.0,2025-05-04
C00191,26,F,Kolkata,136600.0,2026-03-10
C00192,54,M,Pune,125400.0,2024-06-22
C00193,50,Other,Bengaluru,50400.0,2025-01-14
C00194,59,M,Mumbai,24700.0,2024-12-21
C00195,61,F,Jaipur,19200.0,2023-02-19
C00196,41,M,Pune,41700.0,2025-12-20
C00197,32,M,Jaipur,50300.0,2023-08-31
C00198,49,M,Lucknow,98800.0,2026-03-09
C00199,49,M,Hyderabad,81300.0,2026-03-26
C00200,41,F,Pune,60900.0,2024-08-19
C00201,58,Other,Hyderabad,36900.0,2023-10-03
C00202,29,F,Delhi,35700.0,2025-11-20
C00203,56,M,Mumbai,61700.0,2023-01-08
C00204,19,M,Ahmedabad,75300.0,2024-12-15
C00205,20,M,Hyderabad,65600.0,2023-02-02
C00206,54,F,Pune,34500.0,2025-03-20
C00207,34,F,Chennai,73700.0,2025-07-16
C00208,19,F,Ahmedabad,66600.0,2025-05-11
C00209,19,M,Ahmedabad,34000.0,2023-02-06
C00210,45,F,Kolkata,38600.0,2023-02-03
C00211,40,M,Hyderabad,75000.0,2024-03-30
C00212,54,F,Chennai,49500.0,2024-03-19
C00213,49,F,Hyderabad,112400.0,2026-06-14
C00214,50,F,Kolkata,68900.0,2023-07-31
C00215,18,F,Mumbai,44200.0,2026-03-09
C00216,36,M,Pune,54700.0,2024-12-02
C00217,19,F,Lucknow,56600.0,2024-08-30
C00218,61,M,Lucknow,39600.0,2025-09-08
C00219,43,F,Hyderabad,36500.0,2023-12-27
C00220,49,M,Kolkata,75400.0,2023-10-31
C00221,23,F,Jaipur,80500.0,2023-10-23
C00222,49,F,Pune,72200.0,2023-06-01
C00223,21,F,Hyderabad,108800.0,2026-05-31
C00224,28,F,Jaipur,43100.0,2026-05-04
C00225,34,F,Pune,116800.0,2024-08-22
C00226,55,F,Jaipur,36700.0,2023-07-30
C00227,41,F,Ahmedabad,34900.0,2023-08-20
C00228,22,F,Hyderabad,24900.0,2025-05-19
C00229,51,M,Kolkata,45000.0,2024-11-25
C00230,23,Other,Pune,43800.0,2024-01-02
C00231,39,F,Lucknow,69700.0,2024-04-25
C00232,28,F,Hyderabad,61400.0,2024-07-25
C00233,65,M,Pune,32200.0,2026-04-17
C00234,33,M,Pune,46100.0,2025-07-18
C00235,50,F,Jaipur,46500.0,2025-11-05
C00236,26,M,Jaipur,24700.0,2024-04-10
C00237,23,F,Chennai,35400.0,2023-10-21
C00238,33,F,Hyderabad,38900.0,2023-06-20
C00239,46,M,Delhi,104800.0,2025-11-21
C00240,20,F,Bengaluru,59900.0,2023-09-20
C00241,37,F,Delhi,74100.0,2026-05-23
C00242,53,F,Pune,28000.0,2024-07-11
C00243,36,F,Chennai,94100.0,2023-07-08
C00244,43,M,Pune,98800.0,2025-02-24
C00245,20,F,Delhi,22400.0,2024-08-05
C00246,36,M,Pune,40000.0,2025-09-28
C00247,37,F,Jaipur,68700.0,2024-08-22
C00248,49,F,Hyderabad,73500.0,2025-04-25
C00249,24,M,Lucknow,40500.0,2026-04-20
C00250,58,F,Delhi,47900.0,2023-12-08
C00251,50,F,Bengaluru,42000.0,2025-08-11
C00252,57,M,Bengaluru,57800.0,2023-01-22
C00253,56,Other,Jaipur,94300.0,2026-01-02
C00254,35,M,Hyderabad,38900.0,2023-06-15
C00255,57,M,Mumbai,86300.0,2023-08-22
C00256,18,F,Mumbai,38700.0,2024-10-02
C00257,28,F,Kolkata,37600.0,2024-08-29
C00258,45,F,Kolkata,79500.0,2024-06-23
C00259,42,F,Delhi,83300.0,2025-11-24
C00260,40,F,Jaipur,80700.0,2026-06-08
C00261,48,F,Jaipur,30400.0,2023-11-14
C00262,47,M,Pune,44600.0,2023-12-09
C00263,59,M,Bengaluru,79700.0,2025-09-05
C00264,52,M,Bengaluru,56000.0,2024-09-28
C00265,24,M,Bengaluru,33900.0,2023-03-20
C00266,33,F,Chennai,67600.0,2025-06-11
C00267,43,M,Hyderabad,39900.0,2024-07-26
C00268,65,M,Ahmedabad,123300.0,2024-03-24
C00269,19,M,Pune,110200.0,2023-10-09
C00270,18,F,Mumbai,72200.0,2024-11-05
C00271,65,F,Jaipur,101500.0,2023-02-26
C00272,29,F,Mumbai,56600.0,2023-07-10
C00273,22,F,Chennai,77600.0,2024-10-05
C00274,54,F,Mumbai,106900.0,2023-02-11
C00275,49,F,Bengaluru,61400.0,2026-04-11
C00276,26,M,Lucknow,49000.0,2024-11-09
C00277,58,F,Pune,25500.0,2026-06-27
C00278,52,F,Lucknow,53000.0,2024-05-16
C00279,36,F,Kolkata,79700.0,2026-05-01
C00280,65,F,Lucknow,84200.0,2025-02-28
C00281,33,F,Ahmedabad,69000.0,2025-01-19
C00282,20,F,Jaipur,43100.0,2025-01-11
C00283,37,F,Chennai,22600.0,2023-06-14
C00284,41,M,Jaipur,44000.0,2025-01-24
C00285,50,F,Ahmedabad,48000.0,2023-03-31
C00286,41,M,Jaipur,47800.0,2025-09-13
C00287,28,F,Lucknow,72700.0,2025-12-17
C00288,25,F,Hyderabad,134400.0,2024-10-09
C00289,53,M,Jaipur,58100.0,2025-01-19
C00290,55,F,Kolkata,49900.0,2025-03-29
C00291,57,M,Pune,48900.0,2023-08-31
C00292,37,F,Pune,58200.0,2024-10-24
C00293,52,M,Mumbai,37900.0,2025-05-07
C00294,65,F,Delhi,58100.0,2023-08-07
C00295,42,M,Lucknow,67400.0,2023-01-09
C00296,52,F,Bengaluru,60400.0,2024-03-05
C00297,42,M,Ahmedabad,67600.0,2023-01-13
C00298,46,F,Chennai,66900.0,2025-06-25
C00299,35,F,Lucknow,24800.0,2025-08-27
C00300,63,Other,Pune,73300.0,2026-06-02
C00301,35,F,Mumbai,40700.0,2024-11-20
C00302,19,F,Jaipur,33600.0,2025-12-26
C00303,52,M,Bengaluru,33500.0,2024-11-07
C00304,33,M,Bengaluru,66800.0,2023-07-03
C00305,58,M,Delhi,49800.0,2025-10-01
C00306,53,F,Hyderabad,25800.0,2023-07-27
C00307,50,F,Delhi,68200.0,2024-06-11
C00308,21,M,Jaipur,28800.0,2025-03-28
C00309,50,F,Lucknow,58600.0,2025-09-29
C00310,31,F,Kolkata,61200.0,2026-06-18
C00311,38,F,Ahmedabad,81900.0,2024-03-30
C00312,65,M,Bengaluru,122600.0,2025-06-20
C00313,37,M,Chennai,29800.0,2023-09-01
C00314,25,F,Lucknow,53700.0,2025-02-09
C00315,24,F,Chennai,48600.0,2023-08-26
C00316,20,M,Mumbai,66900.0,2026-06-23
C00317,34,F,Chennai,60600.0,2023-12-11
C00318,50,F,Bengaluru,46900.0,2023-11-06
C00319,65,F,Bengaluru,45100.0,2023-02-07
C00320,29,F,Bengaluru,33300.0,2023-02-01
C00321,39,M,Lucknow,85800.0,2026-06-20
C00322,39,M,Lucknow,67600.0,2023-10-19
C00323,63,F,Ahmedabad,83100.0,2023-10-19
C00324,47,M,Pune,47800.0,2025-01-27
C00325,55,M,Hyderabad,40900.0,2024-07-31
C00326,55,M,Jaipur,33900.0,2026-03-07
C00327,62,M,Jaipur,64600.0,2026-05-08
C00328,25,M,Mumbai,34400.0,2024-08-27
C00329,44,M,Delhi,126400.0,2024-03-22
C00330,44,M,Ahmedabad,30500.0,2023-10-05
C00331,51,M,Pune,62200.0,2025-09-20
C00332,38,F,Kolkata,111300.0,2024-06-15
C00333,47,F,Mumbai,72000.0,2025-09-10
C00334,50,F,Lucknow,59500.0,2024-08-24
C00335,45,M,Pune,35600.0,2024-07-15
C00336,64,M,Bengaluru,29500.0,2025-10-30
C00337,50,F,Lucknow,77800.0,2024-08-13
C00338,22,F,Delhi,108300.0,2023-02-28
C00339,65,F,Delhi,45100.0,2026-01-16
C00340,36,M,Jaipur,32900.0,2024-04-03
C00341,21,F,Hyderabad,18200.0,2023-04-14
C00342,52,M,Hyderabad,35400.0,2025-04-10
C00343,34,M,Kolkata,52300.0,2025-02-27
C00344,61,F,Lucknow,112900.0,2023-04-14
C00345,45,F,Lucknow,74500.0,2025-01-11
C00346,47,M,Delhi,63100.0,2023-10-28
C00347,46,M,Bengaluru,45900.0,2024-10-15
C00348,63,F,Bengaluru,42300.0,2024-07-08
C00349,23,M,Chennai,103500.0,2024-09-19
C00350,52,M,Bengaluru,60200.0,2026-01-12
C00351,58,M,Pune,21400.0,2025-07-17
C00352,54,F,Hyderabad,40600.0,2023-12-26
C00353,41,M,Bengaluru,37400.0,2023-03-28
C00354,46,Other,Ahmedabad,43000.0,2024-03-03
C00355,63,F,Lucknow,70900.0,2024-01-02
C00356,48,Other,Bengaluru,52400.0,2023-12-09
C00357,52,F,Chennai,53100.0,2023-12-13
C00358,50,M,Kolkata,99300.0,2023-04-06
C00359,38,M,Kolkata,40200.0,2026-03-05
C00360,49,M,Delhi,127300.0,2026-06-25
C00361,40,M,Bengaluru,40700.0,2025-06-02
C00362,50,F,Lucknow,57300.0,2024-04-30
C00363,20,M,Lucknow,48500.0,2024-08-26
C00364,35,M,Hyderabad,58100.0,2024-02-16
C00365,42,M,Kolkata,67200.0,2024-03-23
C00366,59,F,Delhi,66900.0,2023-09-04
C00367,48,M,Bengaluru,39200.0,2025-02-08
C00368,20,M,Kolkata,33200.0,2024-11-29
C00369,57,M,Kolkata,169700.0,2024-02-25
C00370,63,F,Lucknow,44200.0,2023-05-04
C00371,41,F,Bengaluru,75300.0,2026-04-07
C00372,49,M,Mumbai,26700.0,2025-07-29
C00373,64,M,Bengaluru,48500.0,2025-05-26
C00374,39,M,Pune,51900.0,2026-02-08
C00375,40,M,Kolkata,68000.0,2023-01-13
C00376,19,F,Hyderabad,16200.0,2025-03-10
C00377,44,F,Mumbai,59300.0,2025-11-12
C00378,59,M,Chennai,32800.0,2025-08-02
C00379,19,F,Delhi,63600.0,2023-07-19
C00380,43,M,Bengaluru,34500.0,2026-06-19
C00381,34,F,Hyderabad,37400.0,2026-06-16
C00382,57,F,Chennai,48600.0,2023-10-30
C00383,50,M,Chennai,34300.0,2026-04-03
C00384,26,F,Kolkata,44400.0,2025-01-07
C00385,60,M,Pune,32100.0,2023-06-25
C00386,65,M,Kolkata,24100.0,2025-11-18
C00387,56,M,Delhi,87000.0,2024-11-07
C00388,46,M,Mumbai,30700.0,2024-06-18
C00389,59,F,Lucknow,50800.0,2024-04-21
C00390,43,F,Ahmedabad,77200.0,2024-01-18
C00391,52,F,Mumbai,41700.0,2024-07-09
C00392,42,F,Delhi,37900.0,2023-11-30
C00393,41,F,Lucknow,60900.0,2026-06-25
C00394,30,M,Chennai,91000.0,2026-06-18
C00395,24,F,Mumbai,32500.0,2026-02-03
C00396,53,M,Lucknow,51400.0,2025-06-16
C00397,62,F,Bengaluru,25200.0,2025-07-19
C00398,37,F,Kolkata,46100.0,2024-11-15
C00399,18,M,Ahmedabad,55900.0,2024-07-14
C00400,25,F,Hyderabad,37400.0,2023-05-03
C00401,63,F,Bengaluru,44800.0,2025-11-24
C00402,33,F,Mumbai,29200.0,2024-09-09
C00403,31,M,Jaipur,56900.0,2025-09-14
C00404,29,M,Lucknow,88400.0,2025-04-19
C00405,40,M,Chennai,33600.0,2024-02-20
C00406,32,M,Chennai,41600.0,2024-12-08
C00407,45,M,Jaipur,69000.0,2024-09-28
C00408,51,F,Mumbai,94900.0,2023-12-13
C00409,19,M,Chennai,28100.0,2023-02-06
C00410,49,F,Pune,51000.0,2024-05-26
C00411,40,F,Chennai,62500.0,2025-04-28
C00412,39,F,Ahmedabad,52500.0,2024-06-18
C00413,42,M,Pune,18000.0,2025-06-28
C00414,39,F,Delhi,68900.0,2025-02-11
C00415,39,F,Delhi,109000.0,2024-10-25
C00416,59,M,Lucknow,58000.0,2025-11-07
C00417,23,M,Pune,34600.0,2023-01-27
C00418,32,F,Bengaluru,43700.0,2024-06-19
C00419,60,M,Lucknow,122000.0,2025-11-18
C00420,54,M,Bengaluru,82800.0,2025-10-04
C00421,50,M,Ahmedabad,73400.0,2024-10-19
C00422,25,M,Kolkata,64600.0,2024-10-01
C00423,61,F,Mumbai,40800.0,2026-02-14
C00424,61,M,Pune,50300.0,2026-03-01
C00425,22,F,Jaipur,53100.0,2026-06-13
C00426,56,F,Hyderabad,70400.0,2023-02-11
C00427,21,F,Mumbai,108500.0,2026-03-29
C00428,23,F,Ahmedabad,91000.0,2026-02-22
C00429,62,F,Pune,29000.0,2023-08-01
C00430,49,M,Delhi,60800.0,2025-04-15
C00431,47,F,Mumbai,76600.0,2024-12-02
C00432,64,F,Bengaluru,72700.0,2023-03-21
C00433,52,F,Jaipur,41400.0,2025-08-12
C00434,57,F,Mumbai,204100.0,2026-06-05
C00435,33,M,Hyderabad,31000.0,2025-06-20
C00436,30,M,Ahmedabad,33800.0,2026-01-23
C00437,59,F,Ahmedabad,61100.0,2024-02-28
C00438,47,M,Lucknow,142600.0,2025-07-07
C00439,36,F,Ahmedabad,37800.0,2024-05-30
C00440,34,M,Lucknow,48800.0,2023-06-14
C00441,36,M,Ahmedabad,89300.0,2025-09-23
C00442,45,M,Hyderabad,54600.0,2025-09-19
C00443,43,M,Ahmedabad,47300.0,2025-06-11
C00444,54,F,Jaipur,70900.0,2025-10-12
C00445,43,M,Kolkata,62200.0,2025-12-01
C00446,40,Other,Delhi,87400.0,2025-01-10
C00447,26,F,Jaipur,98300.0,2025-01-24
C00448,29,M,Ahmedabad,63100.0,2024-02-20
C00449,18,F,Pune,62700.0,2025-12-14
C00450,18,F,Bengaluru,60600.0,2023-12-02
C00451,64,F,Kolkata,68500.0,2025-05-30
C00452,51,M,Delhi,56400.0,2025-08-29
C00453,49,F,Bengaluru,55000.0,2024-11-15
C00454,65,F,Jaipur,94200.0,2025-01-10
C00455,42,M,Hyderabad,108800.0,2023-01-30
C00456,57,M,Hyderabad,27900.0,2024-07-28
C00457,62,F,Bengaluru,55200.0,2023-08-09
C00458,18,M,Pune,40300.0,2025-04-06
C00459,33,F,Bengaluru,47800.0,2024-08-16
C00460,56,M,Jaipur,65900.0,2025-01-23
C00461,22,F,Bengaluru,74300.0,2026-06-30
C00462,39,F,Delhi,52300.0,2025-11-28
C00463,46,M,Pune,23300.0,2025-10-17
C00464,20,M,Chennai,35600.0,2024-05-06
C00465,29,F,Mumbai,82300.0,2024-03-13
C00466,43,F,Chennai,16000.0,2024-04-23
C00467,33,F,Lucknow,93800.0,2025-02-21
C00468,54,M,Bengaluru,69500.0,2025-08-06
C00469,39,M,Hyderabad,99400.0,2025-10-04
C00470,46,M,Chennai,50300.0,2023-03-13
C00471,31,F,Ahmedabad,21800.0,2024-08-04
C00472,45,M,Jaipur,66800.0,2023-08-08
C00473,22,M,Chennai,97600.0,2025-10-24
C00474,64,F,Kolkata,83400.0,2025-09-29
C00475,47,F,Pune,40800.0,2023-10-17
C00476,63,M,Jaipur,57200.0,2024-01-15
C00477,22,M,Hyderabad,43300.0,2025-03-14
C00478,29,F,Lucknow,38000.0,2025-01-12
C00479,33,F,Chennai,84500.0,2023-03-21
C00480,43,M,Pune,32100.0,2023-03-07
C00481,43,F,Mumbai,36800.0,2023-05-16
C00482,65,F,Pune,33500.0,2024-02-03
C00483,38,M,Pune,28100.0,2023-12-13
C00484,56,M,Jaipur,58700.0,2023-02-28
C00485,53,F,Mumbai,92800.0,2025-02-16
C00486,50,F,Pune,50600.0,2024-06-02
C00487,47,M,Kolkata,27900.0,2024-12-14
C00488,54,F,Chennai,80300.0,2025-09-03
C00489,40,F,Chennai,117400.0,2026-06-14
C00490,27,M,Kolkata,41100.0,2023-03-20
C00491,22,F,Chennai,44300.0,2023-04-25
C00492,53,F,Pune,69400.0,2025-09-12
C00493,51,M,Lucknow,114100.0,2023-05-06
C00494,48,M,Pune,43500.0,2024-07-26
C00495,27,M,Jaipur,30200.0,2025-08-22
C00496,36,F,Ahmedabad,73100.0,2024-05-14
C00497,49,Other,Lucknow,78800.0,2025-04-08
C00498,18,M,Hyderabad,55200.0,2026-01-30
C00499,22,F,Hyderabad,42800.0,2024-09-17
C00500,62,F,Lucknow,86000.0,2026-04-12
C00501,21,F,Pune,69800.0,2024-03-27
C00502,33,M,Bengaluru,38900.0,2026-01-20
C00503,41,M,Ahmedabad,56200.0,2024-01-20
C00504,33,M,Kolkata,29900.0,2026-05-13
C00505,19,F,Pune,74900.0,2023-12-29
C00506,45,M,Lucknow,48900.0,2024-05-12
C00507,49,F,Bengaluru,45200.0,2024-06-20
C00508,44,M,Pune,54200.0,2026-06-11
C00509,37,M,Bengaluru,56000.0,2023-01-16
C00510,41,F,Lucknow,82300.0,2025-09-07
C00511,29,F,Pune,71800.0,2026-03-10
C00512,52,M,Mumbai,51300.0,2024-09-11
C00513,50,M,Chennai,77600.0,2023-10-27
C00514,50,Other,Lucknow,65900.0,2023-12-05
C00515,60,M,Hyderabad,45400.0,2023-10-30
C00516,54,M,Hyderabad,52000.0,2024-08-14
C00517,29,F,Ahmedabad,51500.0,2023-03-17
C00518,20,M,Delhi,69000.0,2025-07-02
C00519,18,M,Hyderabad,46600.0,2025-02-18
C00520,50,M,Delhi,46100.0,2025-07-09
C00521,57,M,Mumbai,133400.0,2026-01-03
C00522,27,M,Lucknow,83900.0,2024-01-01
C00523,60,M,Unknown,39100.0,2024-10-14
C00524,61,M,Ahmedabad,71100.0,2025-10-02
C00525,46,M,Chennai,58000.0,2024-01-31
C00526,30,F,Kolkata,65600.0,2026-06-08
C00527,29,M,Delhi,58500.0,2025-03-14
C00528,48,M,Chennai,93900.0,2025-11-17
C00529,63,F,Ahmedabad,64300.0,2025-04-24
C00530,19,F,Ahmedabad,53500.0,2025-05-21
C00531,52,M,Hyderabad,87900.0,2026-01-19
C00532,40,F,Chennai,61100.0,2023-04-25
C00533,34,M,Pune,58100.0,2026-03-28
C00534,43,M,Jaipur,63300.0,2024-01-08
C00535,25,F,Ahmedabad,52700.0,2025-04-29
C00536,46,F,Delhi,55200.0,2023-03-31
